timestamp,traffic_density,aqi,temperature,rain,eco_cost
2025-01-01 00:00:00,25.45082376138566,88.1762356420785,38.67422551695567,0.0,25.804583475193635
2025-01-01 00:05:00,14.070912896941344,71.10636934541202,36.18982150214605,0.0,18.72819655504608
2025-01-01 00:10:00,26.098595827619732,101.1478937414296,27.941275574386356,0.6,32.719951720677145
2025-01-01 00:15:00,22.86644359118107,96.29966538677161,39.68787318671218,0.6,31.95532014004653
2025-01-01 00:20:00,13.111074446120238,69.66661166918036,31.72488435334504,0.0,17.705799769673312
2025-01-01 00:25:00,24.725587871575055,87.08838180736258,26.300455058457768,0.0,24.132064895457475
2025-01-01 00:30:00,17.632917832018535,76.4493767480278,25.52274531865644,0.0,19.798691897743435
2025-01-01 00:35:00,18.370595833356315,77.55589375003447,34.44748233110338,0.0,21.133772399790796
2025-01-01 00:40:00,27.301703883423045,90.95255582513457,35.26330409883865,0.0,26.57401940660436
2025-01-01 00:45:00,21.988506347311983,82.98275952096797,30.20886253120326,0.0,22.880656728174184
2025-01-01 00:50:00,17.95688689774547,76.9353303466182,31.399970779499263,0.0,20.580795883263875
2025-01-01 00:55:00,19.43179773772111,79.14769660658166,24.24057839938445,0.0,20.749803149237778
2025-01-01 01:00:00,10.955314291240539,66.43297143686081,27.413326957112258,0.0,15.981187937122217
2025-01-01 01:05:00,27.319120739570163,96.97868110935525,33.92434216032275,0.3,30.25057332644104
2025-01-01 01:10:00,16.46947157970714,74.7042073695607,37.73936937037155,0.0,20.322286551528105
2025-01-01 01:15:00,25.665158416928435,100.49773762539266,28.384480604652065,0.6,32.504209777288935
2025-01-01 01:20:00,21.157783278421466,81.7366749176322,30.876869970186,0.0,22.449023630738147
2025-01-01 01:25:00,33.572365629203105,100.35854844380466,16.84450144170443,0.0,28.49453618835898
2025-01-01 01:30:00,17.88243713827855,76.82365570741783,26.24486918614886,0.0,20.020615868248683
2025-01-01 01:35:00,14.34776626112333,71.521649391685,28.764607564879487,0.0,18.151787179828613
2025-01-01 01:40:00,21.77613093353451,88.66419640030176,25.78496675517384,0.3,26.11084190230476
2025-01-01 01:45:00,20.425222447371404,80.63783367105711,25.891505083794296,0.0,21.51095064346894
2025-01-01 01:50:00,16.472528286574907,74.70879242986236,30.992761305356623,0.0,19.649459769147274
2025-01-01 01:55:00,7.704415887979071,67.55662383196861,29.271063976024735,0.3,18.016422597056582
2025-01-01 02:00:00,17.781041748539135,82.6715626228087,27.41482554029904,0.3,23.87677426982005
2025-01-01 02:05:00,17.03780705957586,75.55671058936379,30.355124448475507,0.0,19.924863347259734
2025-01-01 02:10:00,14.198434047770418,71.29765107165562,26.082519703531176,0.0,17.793979065682038
2025-01-01 02:15:00,13.527014885404835,70.29052232810724,35.59783857537319,0.0,18.342659455446885
2025-01-01 02:20:00,26.58884813429815,89.88327220144723,33.713041612299385,0.0,25.9912797084755
2025-01-01 02:25:00,15.15666206270306,72.73499309405459,28.956918903721256,0.0,18.656355794660627
2025-01-01 02:30:00,19.7452265353472,79.6178398030208,24.22477945932679,0.0,20.93628053380767
2025-01-01 02:35:00,18.375262462040737,77.56289369306111,32.47275606021423,0.0,20.939099749912536
2025-01-01 02:40:00,19.01165042757069,78.51747564135604,25.042111015347352,0.0,20.577868024743818
2025-01-01 02:45:00,22.426596397968357,83.63989459695253,33.619729739466365,0.0,23.484597479394317
2025-01-01 02:50:00,19.84301816061354,79.7645272409203,29.742532877824033,0.0,21.54673085081719
2025-01-01 02:55:00,14.726463770811018,72.08969565621652,23.203800157182325,0.0,17.82292494487151
2025-01-01 03:00:00,21.267220540950337,81.90083081142551,39.21368362668581,0.0,23.348367353905452
2025-01-01 03:05:00,12.902456791047427,69.35368518657114,40.33839476423958,0.0,18.441980217719085
2025-01-01 03:10:00,27.304120237508002,96.956180356262,41.90947554440278,0.3,31.040086363611746
2025-01-01 03:15:00,26.098129125506958,89.14719368826044,20.57944766785731,0.0,24.383488908756576
2025-01-01 03:20:00,23.60974090866558,85.41461136299837,34.98310968345719,0.0,24.330822180211733
2025-01-01 03:25:00,21.50397466817637,82.25596200226455,27.85486389771424,0.0,22.354537857343914
2025-01-01 03:30:00,20.15636858084071,86.23455287126106,30.261635862049083,0.3,25.586651401376002
2025-01-01 03:35:00,14.093388015610966,83.14008202341645,21.429355417747644,0.6,24.865635017808014
2025-01-01 03:40:00,11.585424006662702,67.37813600999405,29.459123001403782,0.0,16.563833370804666
2025-01-01 03:45:00,25.445588521264977,88.16838278189746,22.952386640438842,0.0,24.22925844346954
2025-01-01 03:50:00,23.194238664681542,84.79135799702232,30.471437761740752,0.0,23.63035364164967
2025-01-01 03:55:00,19.766525944838595,85.6497889172579,34.278125670124304,0.3,25.754394800582254
2025-01-01 04:00:00,21.724629136781314,88.58694370517196,36.53091743403422,0.3,27.154535892138874
2025-01-01 04:05:00,26.953731200048725,90.43059680007309,27.99939216233313,0.0,25.638844602929215
2025-01-01 04:10:00,19.29394267835375,84.94091401753063,26.593269349630436,0.3,24.702359208641962
2025-01-01 04:15:00,17.398742101429853,76.09811315214478,26.302640864044943,0.0,19.73617601392907
2025-01-01 04:20:00,10.905621129709433,66.35843169456415,30.822264999805256,0.0,16.29226584447285
2025-01-01 04:25:00,21.367861596744802,82.0517923951172,25.86272892681383,0.0,22.073656517394934
2025-01-01 04:30:00,21.574152219492703,88.36122832923905,35.22779225969855,0.3,26.933937224332148
2025-01-01 04:35:00,18.112745426950962,77.16911814042643,23.20536827492574,0.0,19.854850750329817
2025-01-01 04:40:00,15.494343682575096,73.24151552386265,30.076446914907912,0.0,18.970917567702518
2025-01-01 04:45:00,17.888202246724685,76.83230337008703,28.61131964632989,0.0,20.260719979334468
2025-01-01 04:50:00,23.02213961162535,96.53320941743803,39.18053738063688,0.6,31.998004171705563
2025-01-01 04:55:00,9.943632849390905,70.91544927408636,26.491164504670497,0.3,19.08196282676826
2025-01-01 05:00:00,16.497982326282884,74.74697348942433,33.629147067497605,0.0,19.92837076918616
2025-01-01 05:05:00,22.527169375555605,89.79075406333341,31.483590864790603,0.3,27.131327378479092
2025-01-01 05:10:00,17.73931154522757,76.60896731784135,26.26919721539636,0.0,19.937173315342847
2025-01-01 05:15:00,13.494757002802185,76.24213550420328,30.507561627670412,0.3,21.61427703111502
2025-01-01 05:20:00,18.418141707912213,77.62721256186832,18.504700289294608,0.0,19.568021720343456
2025-01-01 05:25:00,23.858925762241668,85.78838864336251,31.030147671456305,0.0,24.0850368911573
2025-01-01 05:30:00,18.023645608012536,77.0354684120188,31.80030860372184,0.0,20.660884891846372
2025-01-01 05:35:00,20.437276832676076,80.65591524901411,31.090196027275354,0.0,22.03805236899985
